Time(s):,Tower T:,Tower TEMP,Room T:,Room TEMP,PID,P:,I:,D:,Mass: ,Mass/10,MassRate: ,Average (MassRate * 100),Freq: ,Frequency Average,Epsilon: 
7873,84.94,84.94,84.94,97.87,135,272.5,100,0,1314.18,131.418,0.05,5,140500,140970.5882,13.15
7874,84.87,84.87,97.87,97.87,135,273,100,1.13,1314.13,131.413,0.05,4.72,141000,140970.5882,13.05
7875,84.87,84.87,97.87,97.87,135,273,100,0,1314.17,131.417,0.04,4.36,140500,140985.2941,13.17
7875,84.87,84.87,97.87,97.87,135,273,100,0,1313.93,131.393,0.04,3.64,140500,140985.2941,13.17
7876,84.87,84.87,97.87,97.87,135,273,100,0,1313.82,131.382,-0.03,3.2,141500,141014.7059,12.94
7877,84.81,84.81,97.87,97.87,135,273.5,100,1.13,1313.76,131.376,-0.03,2.44,141500,141014.7059,12.96
7878,84.81,84.81,97.87,97.87,135,273.5,100,0,1313.71,131.371,-0.08,1.56,140000,141029.4118,13.3
7879,84.81,84.81,97.87,97.87,135,273.5,100,0,1313.54,131.354,-0.08,0.8,140500,141058.8235,13.18
7880,84.81,84.81,97.87,97.87,135,273.5,100,0,1313.48,131.348,-0.08,0.04,142000,141044.1176,12.85
7880,84.75,84.75,97.87,97.87,135,274,100,1.13,1313.4,131.34,-0.08,-0.52,141000,141088.2353,13.09
7881,84.75,84.75,97.87,97.87,135,274,100,0,1313.39,131.339,-0.1,-1.04,141000,141102.9412,13.09
7882,84.75,84.75,97.87,97.87,135,274,100,0,1313.3,131.33,-0.1,-1.52,142000,141088.2353,12.87
7883,84.69,84.69,97.87,97.87,135,274.5,100,1.13,1313.18,131.318,-0.11,-2,141000,141088.2353,13.11
7884,84.69,84.69,97.87,97.87,135,274.5,100,0,1313.15,131.315,-0.11,-2.36,141000,141102.9412,13.11
7885,84.62,84.62,97.87,97.87,135,275,100,0,1313.41,131.341,-0.08,-2.68,141500,141029.4118,13.01
7885,84.62,84.62,97.87,97.87,135,275,100,1.13,1313.24,131.324,-0.08,-2.92,141500,141073.5294,13.01
7886,84.62,84.62,97.87,97.87,135,275,100,0,1313.5,131.35,-0.03,-3,140500,141073.5294,13.24
7887,84.56,84.56,97.87,97.87,135,275.5,100,1.13,1313.34,131.334,-0.03,-3.08,141500,141088.2353,13.03
7888,84.56,84.56,97.87,97.87,135,275.5,100,0,1313.41,131.341,-0.02,-3.16,142000,141102.9412,12.92
7889,84.56,84.56,97.87,97.87,135,275.5,100,0,1313.5,131.35,-0.02,-3.4,141000,141132.3529,13.15
7890,84.5,84.5,97.87,97.87,135,276,100,0,1313.54,131.354,0.01,-3.6,142000,141147.0588,12.94
7890,84.5,84.5,97.87,97.87,135,276,100,1.13,1313.54,131.354,0.01,-3.8,141000,141161.7647,13.16
7892,84.5,84.5,97.87,97.87,135,276,100,0,1313.6,131.36,0.03,-3.72,141500,141147.0588,13.05
7893,84.5,84.5,97.87,97.87,135,276,100,0,1313.47,131.347,0.03,-3.72,141000,141132.3529,13.16
7894,84.5,84.5,97.87,97.87,135,276,100,0,1313.49,131.349,0.03,-3.52,141000,141147.0588,13.16
7894,84.44,84.44,97.87,97.87,135,276.5,100,1.13,1313.41,131.341,0.03,-3.32,142000,141176.4706,12.96
7895,84.44,84.44,97.87,97.87,135,276.5,100,0,1313.26,131.326,-0.01,-3.12,141000,141161.7647,13.18
7896,84.44,84.44,97.87,97.87,135,276.5,100,0,1313.24,131.324,-0.01,-2.84,140500,141161.7647,13.3
7897,84.44,84.44,97.87,97.87,135,276.5,100,0,1313.28,131.328,-0.01,-2.48,141500,141176.4706,13.07
7898,84.37,84.37,97.87,97.87,135,277,100,1.13,1313.17,131.317,-0.01,-2,141000,141176.4706,13.2
7899,84.37,84.37,97.87,97.87,135,277,100,0,1313.32,131.332,-0.03,-1.48,139000,141176.4706,13.66
7899,84.37,84.37,97.87,97.87,135,277,100,0,1313.3,131.33,-0.03,-0.92,141500,141191.1765,13.09
7900,84.31,84.31,97.87,97.87,135,277.5,100,1.13,1313.36,131.336,-0.03,-0.48,141000,141176.4706,13.22
7901,84.31,84.31,97.87,97.87,135,277.5,100,0,1313.38,131.338,-0.03,0,141000,141176.4706,13.22
7902,84.25,84.25,97.87,97.87,135,278,100,1.13,1313.44,131.344,-0.01,0.28,141000,141176.4706,13.24
7903,84.25,84.25,97.87,97.87,135,278,100,0,1313.55,131.355,-0.01,0.6,142000,141176.4706,13.02
7904,84,84,97.87,97.87,135,280,100,1.13,1313.53,131.353,0.02,0.88,141000,141147.0588,13.31
7904,84.06,84.06,97.87,97.87,135,279.5,100,3.39,1313.51,131.351,0.02,1.24,141000,141147.0588,13.3
7905,83.94,83.94,97.87,97.87,135,280.5,100,1.13,1313.49,131.349,0.03,1.48,141000,141117.6471,13.33
7906,84,84,97.87,97.87,135,280,100,-1.13,1313.61,131.361,0.03,1.68,141000,141147.0588,13.31
7907,84,84,97.87,97.87,135,280,100,0,1313.57,131.357,0.04,1.96,140500,141147.0588,13.43
7908,84,84,97.87,97.87,135,288,100,18.07,1313.77,131.377,0.04,2.08,141500,141161.7647,13.2
7909,84.06,84.06,97.87,97.87,135,287.5,100,-1.13,1313.9,131.39,0.05,2.36,141500,141161.7647,13.18
7909,84,84,97.87,97.87,135,288,100,0,1313.73,131.373,0.05,2.64,141000,141161.7647,13.31
7910,84.06,84.06,97.87,97.87,135,287.5,100,0,1314.12,131.412,0.07,3.08,141500,141176.4706,13.18
7911,84.12,84.12,97.87,97.87,135,287,100,-1.13,1314.24,131.424,0.07,3.4,142000,141205.8824,13.05
7913,84.19,84.19,97.87,97.87,135,286.5,100,-0.57,1314.3,131.43,0.06,3.72,141000,141205.8824,13.26
7914,84.31,84.31,97.87,97.87,135,285.5,100,-1.13,1314.32,131.432,0.1,3.96,141500,141220.5882,13.11
7914,84.25,84.25,97.87,97.87,135,286,100,-1.13,1314.35,131.435,0.06,4.28,141000,141279.4118,13.24
7915,84.31,84.31,97.87,97.87,135,285.5,100,0,1314.43,131.443,0.1,4.4,141500,141235.2941,13.11
7916,84.37,84.37,97.87,97.87,135,285,100,-1.13,1314.36,131.436,0.1,4.52,140500,141250,13.32
7917,84.44,84.44,97.87,97.87,135,284.5,100,-1.13,1314.32,131.432,0.1,4.64,141500,141250,13.07
7918,84.44,84.44,97.87,97.87,135,284.5,100,0,1314.31,131.431,0.07,4.68,141000,141264.7059,13.18
7919,84.5,84.5,97.87,97.87,135,284,100,-1.13,1314.39,131.439,0.07,4.64,141000,141250,13.16
7919,84.5,84.5,97.87,97.87,135,284,100,0,1314.45,131.445,0.05,4.48,141000,141264.7059,13.16
7920,84.56,84.56,97.87,97.87,135,283.5,100,-1.13,1314.31,131.431,0.05,4.24,142000,141279.4118,12.92
7921,84.56,84.56,97.87,97.87,135,283.5,100,0,1314.22,131.422,0,3.96,141500,141308.8235,13.03
7922,84.56,84.56,84.56,97.87,135,283.5,100,0,1314.24,131.424,0,3.56,141500,141308.8235,13.03
7923,84.62,84.62,97.87,97.87,135,283,100,-1.13,1314.36,131.436,0,3.12,141000,141308.8235,13.13
7924,84.69,84.69,97.87,97.87,135,282.5,100,-1.13,1314.22,131.422,0,2.68,142000,141323.5294,12.88
7924,84.69,84.69,97.87,97.87,135,282.5,100,0,1314.21,131.421,-0.02,2.2,141500,141308.8235,13
7925,84.69,84.69,97.87,97.87,135,282.5,100,0,1314.05,131.405,-0.02,1.64,141500,141338.2353,13
7926,84.69,84.69,97.87,97.87,135,282.5,100,0,1313.89,131.389,-0.04,1,141500,141338.2353,13
7927,84.69,84.69,97.87,97.87,135,282.5,100,0,1313.84,131.384,-0.04,0.4,141500,141352.9412,13
7928,84.75,84.75,97.87,97.87,135,282,100,-1.13,1313.8,131.38,-0.07,-0.16,141000,141352.9412,13.09
7928,84.75,84.75,97.87,97.87,135,282,100,0,1313.74,131.374,-0.07,-0.84,140000,141338.2353,13.32
7929,84.75,84.75,97.87,97.87,135,282,100,0,1313.67,131.367,-0.07,-1.36,141500,141338.2353,12.98
7930,84.75,84.75,97.87,97.87,135,282,100,0,1313.52,131.352,-0.07,-1.88,141000,141338.2353,13.09
7931,84.81,84.81,97.87,97.87,135,281.5,100,-1.13,1313.61,131.361,-0.09,-2.4,141500,141352.9412,12.96
7932,84.81,84.81,97.87,97.87,135,281.5,100,0,1313.58,131.358,-0.09,-2.8,141500,141352.9412,12.96
7933,84.87,84.87,97.87,97.87,135,281,100,-1.13,1313.35,131.335,-0.08,-3.08,141500,141352.9412,12.94
7933,84.81,84.81,97.87,97.87,135,281.5,100,0,1313.48,131.348,-0.08,-3.28,141500,141367.6471,12.96
7934,84.87,84.87,97.87,97.87,135,281,100,0,1313.35,131.335,-0.07,-3.4,142000,141352.9412,12.83
7935,84.87,84.87,97.87,97.87,135,281,100,0,1313.53,131.353,-0.07,-3.44,141000,141308.8235,13.05
7936,84.87,84.87,97.87,97.87,135,281,100,0,1313.68,131.368,-0.03,-3.28,140500,141323.5294,13.17
7937,84.87,84.87,97.87,97.87,135,281,100,0,1313.69,131.369,-0.03,-2.96,142000,141338.2353,12.83
7938,84.94,84.94,97.87,97.87,135,280.5,100,-1.13,1313.73,131.373,0,-2.64,141000,141338.2353,13.03
7938,84.87,84.87,97.87,97.87,135,281,100,0,1313.69,131.369,0,-2.36,142000,141338.2353,12.83
7939,84.94,84.94,97.87,97.87,135,280.5,100,0,1313.8,131.38,0.02,-2,141500,141352.9412,12.92
7940,84.94,84.94,84.94,97.87,135,280.5,100,0,1313.88,131.388,0.02,-1.64,142500,141352.9412,12.7
7941,84.94,84.94,97.87,97.87,135,280.5,100,0,1313.92,131.392,0.04,-1.2,141000,141352.9412,13.03
7942,84.94,84.94,97.87,97.87,135,280.5,100,0,1314.01,131.401,0.04,-0.68,141000,141352.9412,13.03
7943,84.87,84.87,97.87,97.87,135,281,100,0,1314.15,131.415,0.08,-0.04,141000,141382.3529,13.05
7943,84.87,84.87,97.87,97.87,135,281,100,1.13,1314.05,131.405,0.08,0.6,141500,141426.4706,12.94
7944,84.87,84.87,97.87,97.87,135,281,100,0,1314.3,131.43,0.07,1.24,141000,141426.4706,13.05
7945,84.87,84.87,97.87,97.87,135,281,100,0,1314.26,131.426,0.07,1.84,141500,141455.8824,12.94
7946,84.87,84.87,84.87,97.87,135,281,100,0,1314.31,131.431,0.07,2.52,141000,141470.5882,13.05
7947,84.81,84.81,97.87,97.87,135,281.5,100,1.13,1314.44,131.444,0.07,3.08,141500,141441.1765,12.96
7948,84.81,84.81,97.87,97.87,135,281.5,100,0,1314.6,131.46,0.09,3.52,140500,141455.8824,13.18
7948,84.75,84.75,97.87,97.87,135,282,100,1.13,1314.65,131.465,0.09,3.96,140500,141441.1765,13.2
7949,84.75,84.75,97.87,97.87,135,282,100,0,1314.69,131.469,0.09,4.4,142000,141485.2941,12.87
7950,84.69,84.69,97.87,97.87,135,282.5,100,1.13,1314.74,131.474,0.09,4.84,142000,141676.4706,12.88
7951,84.69,84.69,97.87,97.87,135,282.5,100,0,1314.68,131.468,0.08,5.04,141000,141926.4706,13.11
7952,84.69,84.69,97.87,97.87,135,282.5,100,0,1314.65,131.465,0.08,5.24,142000,142117.6471,12.88
7952,84.69,84.69,97.87,97.87,135,282.5,100,0,1314.7,131.47,0.05,5.24,142000,142367.6471,12.88
7954,84.62,84.62,97.87,97.87,135,283,100,0.57,1314.78,131.478,0.03,5.24,141500,142661.7647,13.01
7955,84.62,84.62,84.62,97.87,135,283,100,0,1314.78,131.478,0.03,5.24,141500,142867.6471,13.01
7956,84.56,84.56,97.87,97.87,135,283.5,100,1.13,1314.72,131.472,0.04,5.24,141500,143044.1176,13.03
7957,84.56,84.56,97.87,97.87,135,283.5,100,0,1314.79,131.479,0.04,5.16,142000,143264.7059,12.92
7957,84.56,84.56,97.87,97.87,135,283.5,100,0,1314.77,131.477,0.02,5.08,141500,143470.5882,13.03
7958,84.5,84.56,84.5,97.87,135,284,100,1.13,1314.71,131.471,0.02,4.76,141500,143602.9412,13.05
7959,84.5,84.5,97.87,97.87,135,284,100,0,1314.74,131.474,0,4.44,142000,143691.1765,12.94
7960,84.44,84.44,97.87,97.87,135,284.5,100,1.13,1314.74,131.474,0,4.16,142000,143750,12.96
7961,84.44,84.44,97.87,97.87,135,284.5,100,0,1314.88,131.488,0.02,3.88,140500,143750,13.3
7962,84.44,84.44,97.87,97.87,135,284.5,100,0,1314.94,131.494,0.02,3.64,142000,143735.2941,12.96
7962,84.44,84.44,97.87,97.87,135,284.5,100,0,1314.83,131.483,0.02,3.4,141000,143735.2941,13.18
7963,84.37,84.44,84.37,97.87,135,285,100,1.15,1314.7,131.47,0.02,2.96,143500,143779.4118,12.65
7965,84.37,84.37,97.87,97.87,135,285,100,0,1314.75,131.475,0,2.52,147500,143897.0588,11.8
7966,84.37,84.37,97.87,97.87,135,285,100,0,1314.82,131.482,0,2.12,149000,144058.8235,11.49
7967,84.37,84.37,97.87,97.87,135,285,100,0,1314.68,131.468,0,1.72,148500,144176.4706,11.59
7967,84.37,84.37,97.87,97.87,135,285,100,0,1314.71,131.471,0,1.44,149500,144382.3529,11.39
7968,84.37,84.37,97.87,97.87,135,285,100,0,1314.85,131.485,0.01,1.16,152000,144617.6471,10.89
7969,84.37,84.37,97.87,97.87,135,285,100,0,1314.67,131.467,0.01,1.04,148500,144882.3529,11.59
7970,84.37,84.37,97.87,97.87,135,285,100,0,1314.69,131.469,-0.02,1,148500,145205.8824,11.59
7971,84.37,84.37,97.87,97.87,135,285,100,0,1314.72,131.472,-0.02,0.88,148500,145441.1765,11.59
7972,84.37,84.37,97.87,97.87,135,285,100,0,1314.82,131.482,-0.01,0.76,148000,145735.2941,11.69
7972,84.37,84.37,97.87,97.87,135,285,100,0,1314.8,131.48,-0.01,0.64,145500,145926.4706,12.22
7973,84.37,84.37,97.87,97.87,135,285,100,0,1314.89,131.489,0.01,0.68,144500,146132.3529,12.43
7974,84.37,84.37,97.87,97.87,135,285,100,0,1314.88,131.488,0.01,0.64,143000,146308.8235,12.76
7975,84.37,84.37,97.87,97.87,135,285,100,0,1314.96,131.496,0.02,0.76,141500,146411.7647,13.09
7976,84.37,84.37,97.87,97.87,135,285,100,0,1314.8,131.48,0.02,0.8,140500,146470.5882,13.32
7976,84.37,84.37,97.87,97.87,135,285,100,0,1314.84,131.484,0,0.76,141500,146529.4118,13.09
7978,84.37,84.37,97.94,97.94,135,285,100,0,1314.76,131.476,0.01,0.72,142000,146514.7059,12.98
7980,84.37,84.37,97.87,97.87,135,285,100,0,1314.9,131.49,0.01,0.84,144500,146514.7059,12.43
7981,84.44,84.44,97.87,97.87,135,284.5,100,0,1314.99,131.499,0.03,0.8,147500,146455.8824,11.78
7981,84.44,84.44,97.87,97.87,135,284.5,100,-1.13,1314.99,131.499,0.01,1,146000,146308.8235,12.09
7982,84.5,84.5,97.87,97.87,135,284,100,-1.13,1314.89,131.489,0.03,1.2,148000,146102.9412,11.66
7983,84.5,84.5,97.87,97.87,135,284,100,0,1314.94,131.494,0.01,1.4,150000,145941.1765,11.25
7984,84.56,84.56,97.87,97.87,135,283.5,100,-1.13,1315.06,131.506,0.01,1.56,151000,145794.1176,11.03
7985,84.56,84.56,97.87,97.87,135,283.5,100,0,1315.01,131.501,0.01,1.68,152500,145588.2353,10.74
7986,84.62,84.62,97.87,97.87,135,283,100,0,1315.24,131.524,0.05,1.72,149500,145514.7059,11.31
7986,84.62,84.62,97.87,97.87,135,283,100,-1.13,1315.26,131.526,0.01,1.88,151500,145514.7059,10.92
7987,84.69,84.69,97.87,97.87,135,282.5,100,-1.13,1315.22,131.522,0.05,2,148500,145514.7059,11.5
7988,84.69,84.69,97.87,97.87,135,282.5,100,0,1315.34,131.534,0.05,2.08,148500,145573.5294,11.5
7989,84.75,84.75,97.87,97.87,135,282,100,-1.13,1315.38,131.538,0.05,1.96,147500,145852.9412,11.68
7990,84.75,84.75,97.87,97.87,135,282,100,0,1315.33,131.533,0.04,1.76,145500,146205.8824,12.1
7991,84.81,84.81,97.87,97.87,135,281.5,100,-1.13,1315.3,131.53,0.04,1.48,144000,146529.4118,12.41
7991,84.87,84.87,97.87,97.87,135,281,100,-1.13,1314.92,131.492,0.02,1.16,142500,146867.6471,12.72
7992,84.87,84.87,97.87,97.87,135,281,100,0,1315.16,131.516,0.02,0.84,141500,147191.1765,12.94
7993,84.94,84.94,97.87,97.87,135,280.5,100,-1.13,1315.04,131.504,0.01,0.6,141000,147529.4118,13.03
7994,84.94,84.94,97.87,97.87,135,280.5,100,0,1314.97,131.497,0.01,0.4,141500,147735.2941,12.92
7995,84.94,84.94,97.87,97.87,135,280.5,100,0,1314.89,131.489,-0.04,0.2,142500,147764.7059,12.7
7996,84.94,84.94,97.87,97.87,135,280.5,100,0,1314.81,131.481,-0.04,-0.12,142000,147617.6471,12.81
7996,85,85,97.87,97.87,135,280,100,-1.13,1314.81,131.481,-0.06,-0.36,143000,147470.5882,12.57
7997,85,85,97.87,97.87,135,280,100,0,1314.81,131.481,-0.06,-0.6,144500,147279.4118,12.24
7998,85,85,97.87,97.87,135,280,100,0,1314.88,131.488,-0.06,-0.76,145000,147073.5294,12.13
7999,85.06,85.06,97.87,97.87,135,279.5,100,-1.13,1314.8,131.48,-0.06,-0.88,146000,146823.5294,11.9
8000,85.06,85.06,97.87,97.87,135,279.5,100,0,1314.82,131.482,-0.04,-0.8,148500,146573.5294,11.38
8001,85.06,85.06,97.87,97.87,135,279.5,100,0,1314.75,131.475,-0.04,-1.08,148500,146455.8824,11.38
8001,85.12,85.12,97.87,97.87,135,279,100,-1.13,1314.62,131.462,-0.05,-1,150000,146294.1176,11.06
8002,85.12,85.12,97.87,97.87,135,279,100,0,1314.7,131.47,-0.05,-1.12,155000,146264.7059,10.09
8003,85.12,85.12,97.87,97.87,135,279,100,0,1314.61,131.461,-0.03,-1.24,156500,146279.4118,9.82
8004,85.12,85.12,97.87,97.87,135,279,100,0,1314.63,131.463,-0.03,-1.36,154000,146308.8235,10.28
8005,85.12,85.12,97.87,97.87,135,279,100,0,1314.67,131.467,-0.02,-1.36,153000,146470.5882,10.47
8006,85.12,85.12,97.87,97.87,135,279,100,0,1315.2,131.52,0.03,-1.16,151500,146779.4118,10.77
8006,85.12,85.12,97.87,97.87,135,279,100,0,1315.04,131.504,-0.02,-1.08,153000,147176.4706,10.47
8007,85.06,85.06,97.87,97.87,135,279.5,100,1.13,1315.06,131.506,0.03,-0.8,149000,147529.4118,11.28
8010,85.06,85.06,97.87,97.87,135,279.5,100,0,1315.09,131.509,0.02,-0.6,145500,147911.7647,12.01
8011,85.06,85.06,97.87,97.87,135,287.5,100,9.09,1315.14,131.514,0.02,-0.4,142500,148352.9412,12.66
8012,85,85,97.87,97.87,135,288,100,1.13,1315.15,131.515,0.02,-0.12,141000,148647.0588,13.01
8014,85,85,97.87,97.87,135,288,100,0,1315.27,131.527,0.04,0.16,141500,148911.7647,12.9
8015,85,85,97.87,97.87,135,288,100,0,1315.38,131.538,0.09,0.52,143000,149132.3529,12.57
8015,85,85,97.87,97.87,135,288,100,0,1315.33,131.533,0.04,0.88,142500,149220.5882,12.68
8016,85,85,97.87,97.87,135,288,100,0,1315.36,131.536,0.09,1.2,144000,149294.1176,12.35
8017,84.94,84.94,97.87,97.87,135,288.5,100,1.13,1315.35,131.535,0.06,1.52,145500,149294.1176,12.05
8018,84.94,84.94,97.87,97.87,135,288.5,100,0,1315.38,131.538,0.06,1.76,146000,149147.0588,11.94
8019,84.94,84.94,97.87,97.87,135,288.5,100,0,1315.38,131.538,0.03,2,147500,149000,11.63
8020,84.94,84.94,97.87,97.87,135,288.5,100,-1.13,1315.39,131.539,0.03,2.2,149000,148735.2941,11.32
8020,84.87,84.87,97.87,97.87,135,289,100,1.13,1315.27,131.527,0.03,2.4,148500,148338.2353,11.44
8021,84.94,84.94,97.87,97.87,135,288.5,100,0,1315.36,131.536,0.03,2.52,151000,147882.3529,10.92
8022,84.87,84.87,97.87,97.87,135,289,100,1.13,1315.45,131.545,0.02,2.68,154500,147470.5882,10.26
8023,84.87,84.87,97.87,97.87,135,289,100,0,1315.51,131.551,0.02,2.84,156000,147102.9412,9.98
8024,84.87,84.87,97.87,97.87,135,289,100,0,1315.54,131.554,0.02,2.76,153500,146779.4118,10.45
8025,84.87,84.87,97.87,97.87,135,289,100,0,1315.38,131.538,0.02,2.92,154000,146426.4706,10.36
8025,84.87,84.87,97.87,97.87,135,289,100,0,1315.31,131.531,0,2.8,156500,146176.4706,9.89
8027,84.81,84.81,97.87,97.87,135,289.5,100,0.57,1315.32,131.532,0,2.72,152500,146029.4118,10.66
8028,84.81,84.81,97.87,97.87,135,289.5,100,0,1315.45,131.545,0,2.68,151000,145985.2941,10.96
8029,84.81,84.81,97.87,97.87,135,289.5,100,0,1315.44,131.544,0.01,2.64,150500,146000,11.06
8030,84.75,84.75,97.87,97.87,135,290,100,0,1315.52,131.552,0.02,2.56,147500,146044.1176,11.68
8030,84.75,84.75,97.87,97.87,135,290,100,1.13,1315.52,131.552,0.01,2.28,147500,146014.7059,11.68
8031,84.75,84.75,97.87,97.87,135,290,100,0,1315.49,131.549,0.02,2.08,146000,146073.5294,12
8032,84.75,84.75,97.87,97.87,135,290,100,0,1315.52,131.552,0,1.68,143500,146117.6471,12.53
8033,84.75,84.75,97.87,97.87,135,290,100,0,1315.58,131.558,0,1.32,143500,146161.7647,12.53
8034,84.69,84.69,97.87,97.87,135,290.5,100,0,1315.43,131.543,0.01,0.96,141000,146250,13.11
8034,84.69,84.69,97.87,97.87,135,290.5,100,1.13,1315.5,131.55,0.01,0.6,141500,146294.1176,13
8035,84.69,84.69,97.87,97.87,135,290.5,100,0,1315.46,131.546,0.02,0.24,141000,146308.8235,13.11
8036,84.69,84.69,97.87,97.87,135,290.5,100,0,1315.37,131.537,0.02,-0.04,140000,146426.4706,13.34
8037,84.69,84.69,84.69,97.87,135,290.5,100,0,1315.29,131.529,-0.01,-0.28,140500,146426.4706,13.22
8038,84.69,84.69,97.87,97.87,135,290.5,100,0,1315.21,131.521,-0.01,-0.52,140500,146235.2941,13.22
8039,84.62,84.62,97.87,97.87,135,291,100,0.57,1315.16,131.516,-0.03,-0.72,141000,146000,13.13
8040,84.62,84.62,97.87,97.87,135,291,100,0,1314.94,131.494,-0.03,-0.92,140500,145735.2941,13.24
8041,84.62,84.62,97.87,97.87,135,291,100,0,1315.11,131.511,-0.06,-1.12,140500,145529.4118,13.24
8042,84.62,84.62,97.87,97.87,135,291,100,0,1315.11,131.511,-0.06,-1.16,141000,145132.3529,13.13
8043,84.62,84.62,97.87,97.87,135,291,100,0,1315.25,131.525,-0.04,-1.2,141500,144823.5294,13.01
8044,84.62,84.62,97.87,97.87,135,291,100,0,1315.29,131.529,-0.03,-1.24,143000,144529.4118,12.68
8044,84.62,84.62,84.62,97.87,135,291,100,0,1315.18,131.518,-0.04,-1.32,142000,144235.2941,12.9
8045,84.62,84.62,97.87,97.87,135,291,100,0,1315.1,131.51,-0.03,-1.44,144500,144044.1176,12.35
8046,84.62,84.62,97.87,97.87,135,291,100,0,1315.06,131.506,-0.03,-1.52,145500,143838.2353,12.14
8047,84.62,84.62,97.87,97.87,135,291,100,0,1315.13,131.513,-0.03,-1.56,147000,143676.4706,11.82
8048,84.62,84.62,97.87,97.87,135,291,100,0,1315.04,131.504,-0.01,-1.44,149000,143602.9412,11.41
8049,84.62,84.62,97.87,97.87,135,291,100,0,1315,131.5,-0.01,-1.4,149000,143558.8235,11.41
8049,84.62,84.62,97.87,97.87,135,291,100,0,1314.95,131.495,-0.01,-1.32,149500,143632.3529,11.31
8050,84.56,84.56,97.87,97.87,135,291.5,100,1.13,1315.06,131.506,-0.01,-1.16,152500,143661.7647,10.74
8051,84.56,84.56,97.87,97.87,135,291.5,100,0,1315.18,131.518,-0.01,-1.04,151000,143779.4118,11.03
8052,84.62,84.62,97.87,97.87,135,291,100,-1.13,1315.3,131.53,-0.01,-0.92,148000,143926.4706,11.62
8053,84.56,84.56,97.87,97.87,135,291.5,100,1.13,1315.41,131.541,0.01,-0.68,148000,144147.0588,11.64
8054,84.56,84.56,97.87,97.87,135,291.5,100,0,1315.31,131.531,0.03,-0.56,144500,144382.3529,12.37
8054,84.56,84.56,97.87,97.87,135,291.5,100,0,1315.35,131.535,0.01,-0.36,147000,144617.6471,11.84
8055,84.62,84.62,97.87,97.87,135,291,100,-1.13,1315.48,131.548,0.03,-0.24,143000,144911.7647,12.68
8056,84.69,84.69,97.87,97.87,135,290.5,100,-1.13,1315.44,131.544,0.05,-2.77556E-17,142000,145294.1176,12.88
8057,84.69,84.69,97.87,97.87,135,290.5,100,0,1315.42,131.542,0.05,0.2,141000,145735.2941,13.11
8058,84.69,84.69,97.87,97.87,135,290.5,100,0,1315.42,131.542,0.05,0.32,140500,146088.2353,13.22
8059,84.69,84.69,97.87,97.87,135,290.5,100,0,1315.27,131.527,0.05,0.4,141000,146397.0588,13.11
8059,84.69,84.69,97.87,97.87,135,290.5,100,0,1315.22,131.522,0.02,0.52,140500,146808.8235,13.22
8060,84.69,84.69,97.87,97.87,135,290.5,100,0,1315.44,131.544,0.02,0.64,140500,147132.3529,13.22
8061,84.69,84.69,97.87,97.87,135,290.5,100,0,1315.31,131.531,0,0.76,141000,147397.0588,13.11
8062,84.69,84.69,97.87,97.87,135,290.5,100,0,1315.28,131.528,0,0.92,142000,147632.3529,12.88
8063,84.75,84.75,97.87,97.87,135,290,100,-1.13,1315.32,131.532,-0.01,1,143500,147823.5294,12.53
8063,84.69,84.69,97.87,97.87,135,290.5,100,0,1315.27,131.527,-0.01,1.08,142500,148000,12.77
8064,84.75,84.75,97.87,97.87,135,290,100,0,1315.45,131.545,-0.01,1.16,145000,148176.4706,12.21
8065,84.81,84.81,97.87,97.87,135,289.5,100,-1.13,1315.44,131.544,-0.01,1.32,145000,148279.4118,12.19
8066,84.81,84.81,97.87,97.87,135,289.5,100,0,1315.34,131.534,0,1.48,148000,148367.6471,11.56
8067,84.81,84.81,97.87,97.87,135,289.5,100,0,1315.26,131.526,0,1.64,148500,148470.5882,11.46
8068,84.87,84.87,97.87,97.87,135,289,100,-1.13,1315.35,131.535,0.01,1.72,149000,148529.4118,11.34
8068,84.87,84.87,97.87,97.87,135,289,100,0,1315.38,131.538,0.01,1.76,150500,148705.8824,11.04
8069,84.87,84.87,97.87,97.87,135,289,100,0,1315.52,131.552,0.01,1.88,153500,148691.1765,10.45
8070,84.87,84.87,97.87,97.87,135,289,100,0,1315.53,131.553,0.01,2,156000,148882.3529,9.98
8071,84.94,84.94,97.87,97.87,135,288.5,100,-1.13,1315.59,131.559,0.03,2.04,153500,148985.2941,10.43
8072,84.94,84.94,97.87,97.87,135,288.5,100,0,1315.7,131.57,0.03,2.08,153500,149029.4118,10.43
8073,85,85,97.87,97.87,135,288,100,-1.13,1315.72,131.572,0.03,2.12,156000,149088.2353,9.95
8073,84.94,84.94,97.87,97.87,135,288.5,100,0,1315.57,131.557,0.03,2.04,155500,149147.0588,10.06
8074,85,85,97.87,97.87,135,288,100,0,1315.77,131.577,0.04,2.08,154500,149235.2941,10.23
8075,85,85,97.87,97.87,135,288,100,0,1315.79,131.579,0.04,2.08,155000,149338.2353,10.13
8076,85,85,97.87,97.87,135,288,100,0,1315.88,131.588,0.06,2.16,155500,149485.2941,10.04
8077,85,85,97.87,97.87,135,288,100,0,1315.94,131.594,0.06,2.2,155000,149632.3529,10.13
8078,85.06,85.06,97.87,97.87,135,287.5,100,-1.13,1315.94,131.594,0.06,2.28,155500,149779.4118,10.02
8078,85.06,85.06,97.87,97.87,135,287.5,100,0,1315.81,131.581,0.06,2.28,156000,149941.1765,9.93
