Time(s):,Tower T:,Tower TEMP,Room T:,Room TEMP,PID,P:,I:,D:,Mass: ,Mass/10,MassRate: ,Average (MassRate * 100),Freq: ,Frequency Average,Epsilon: 
7668,84.37,84.37,97.87,97.87,135,261,100,0,1310.86,131.086,0.04,1.68,142000,141323.5294,12.98
7669,84.37,84.37,97.87,97.87,135,261,100,0,1310.74,131.074,0.04,1.88,141500,141323.5294,13.09
7670,84.37,84.37,97.87,97.87,135,261,100,0,1310.67,131.067,0.01,2.08,141000,141338.2353,13.2
7671,84.37,84.37,97.87,97.87,135,261,100,0,1310.69,131.069,0.01,1.92,141000,141338.2353,13.2
7672,84.37,84.37,97.87,97.87,135,261,100,0,1310.67,131.067,0.03,1.76,141500,141338.2353,13.09
7672,84.31,84.31,97.87,97.87,135,261.5,100,1.13,1310.81,131.081,0.03,1.72,141000,141352.9412,13.22
7673,84.31,84.31,97.87,97.87,135,261.5,100,0,1310.93,131.093,0.05,1.68,141500,141382.3529,13.11
7674,84.31,84.31,97.87,97.87,135,261.5,100,0,1311.01,131.101,0.05,1.84,142000,141397.0588,13
7675,84.25,84.25,97.87,97.87,135,262,100,1.13,1310.94,131.094,0.06,2,141000,141426.4706,13.24
7676,84.25,84.25,97.87,97.87,135,262,100,0,1310.86,131.086,0.06,1.88,141500,141441.1765,13.13
7677,84.25,84.25,97.87,97.87,135,262,100,0,1310.86,131.086,0.01,1.76,140500,141470.5882,13.35
7677,84.25,84.25,97.87,97.87,135,262,100,0,1310.97,131.097,0.01,1.64,141500,141485.2941,13.13
7679,84.25,84.25,97.87,97.87,135,262,100,0,1311.03,131.103,0.02,1.52,141500,141544.1176,13.13
7680,84.25,84.25,97.87,97.87,135,262,100,0,1310.99,131.099,0.02,1.72,141000,141485.2941,13.24
7681,84.25,84.25,97.87,97.87,135,262,100,0,1310.99,131.099,0.04,1.92,142000,141485.2941,13.02
7682,84.25,84.25,97.87,97.87,135,262,100,0,1310.92,131.092,0.04,1.96,141500,141544.1176,13.13
7682,84.25,84.25,97.87,97.87,135,262,100,0,1310.9,131.09,0,1.92,141000,141544.1176,13.24
7683,84.25,84.25,97.87,97.87,135,262,100,0,1310.76,131.076,0,1.76,142000,141558.8235,13.02
7684,84.25,84.25,97.87,97.87,135,262,100,0,1310.84,131.084,-0.02,1.44,142500,141544.1176,12.9
7685,84.25,84.25,97.87,97.87,135,262,100,0,1310.91,131.091,-0.02,1.16,141000,141544.1176,13.24
7686,84.31,84.31,97.87,97.87,135,261.5,100,-1.13,1310.95,131.095,0.01,1,141500,141558.8235,13.11
7687,84.31,84.31,97.87,97.87,135,261.5,100,0,1310.91,131.091,0.01,0.96,142500,141602.9412,12.89
7687,84.31,84.31,97.87,97.87,135,261.5,100,0,1310.85,131.085,-0.01,0.84,142000,141617.6471,13
7688,84.31,84.31,97.87,97.87,135,261.5,100,0,1310.72,131.072,-0.01,0.68,141500,141661.7647,13.11
7689,84.31,84.31,97.87,97.87,135,261.5,100,0,1310.63,131.063,-0.04,0.44,142500,141661.7647,12.89
7690,84.31,84.31,97.87,97.87,135,261.5,100,0,1310.68,131.068,-0.04,0.32,142000,141661.7647,13
7691,84.37,84.37,97.87,97.87,135,261,100,-1.13,1310.71,131.071,-0.03,0.16,142000,141691.1765,12.98
7691,84.31,84.31,97.87,97.87,135,261.5,100,0,1310.72,131.072,-0.03,0.12,141500,141691.1765,13.11
7692,84.37,84.37,97.87,97.87,135,261,100,0,1310.94,131.094,0,0.28,143000,141705.8824,12.76
7693,84.44,84.44,97.87,97.87,135,260.5,100,-1.13,1310.88,131.088,0,0.52,139500,141720.5882,13.53
7694,84.5,84.5,97.87,97.87,135,260,100,-1.13,1310.87,131.087,-0.01,0.72,141500,141735.2941,13.05
7695,84.5,84.5,97.87,97.87,135,260,100,0,1311.12,131.112,-0.01,0.84,142000,141750,12.94
7696,84.56,84.56,97.81,97.81,135,259.5,100,-0.57,1311.05,131.105,0.02,0.88,141000,141735.2941,13.15
7697,84.56,84.56,97.87,97.87,135,259.5,100,0,1311.06,131.106,0.02,0.96,142000,141764.7059,12.92
7698,84.56,84.56,97.81,97.81,135,259.5,100,0,1311.2,131.12,0.05,1.2,141500,141779.4118,13.03
7699,84.62,84.62,97.87,97.87,135,259,100,-1.13,1311.26,131.126,0.05,1.48,141500,141764.7059,13.01
7700,84.62,84.62,97.87,97.87,135,259,100,0,1311.28,131.128,0.07,1.84,141500,141750,13.01
7701,84.62,84.62,97.87,97.87,135,259,100,0,1311.19,131.119,0.07,2.16,142500,141764.7059,12.79
7701,84.62,84.62,84.62,97.87,135,259,100,0,1311.26,131.126,0.05,2.36,142000,141750,12.9
7702,84.62,84.62,97.87,97.87,135,259,100,0,1311.26,131.126,0.05,2.52,142500,141735.2941,12.79
7703,84.69,84.69,97.87,97.87,135,258.5,100,-1.13,1311.5,131.15,0.06,2.76,141500,141750,13
7704,84.69,84.69,97.87,97.87,135,258.5,100,0,1311.64,131.164,0.06,3,142000,141735.2941,12.88
7705,84.69,84.69,97.87,97.87,135,258.5,100,0,1311.68,131.168,0.07,3.36,142000,141705.8824,12.88
7706,84.69,84.69,97.87,97.87,135,266.5,100,18.05,1311.69,131.169,0.07,3.52,141500,141720.5882,13
7706,84.75,84.75,97.87,97.87,135,266,100,-1.13,1311.64,131.164,0.06,3.64,141000,141691.1765,13.09
7707,84.69,84.69,97.87,97.87,135,266.5,100,1.13,1311.64,131.164,0.06,3.6,142000,141705.8824,12.88
7708,84.56,84.56,97.87,97.87,135,267.5,100,2.26,1311.64,131.164,0.05,3.44,142000,141676.4706,12.92
7709,84.5,84.5,97.87,97.87,135,268,100,1.13,1311.63,131.163,0.05,3.2,141500,141735.2941,13.05
7710,84.5,84.5,97.87,97.87,135,268,100,0,1311.61,131.161,0.05,3.08,141500,141735.2941,13.05
7711,84.5,84.5,97.87,97.87,135,268,100,0,1311.4,131.14,0.05,2.88,142500,141750,12.83
7711,84.56,84.56,97.87,97.87,135,267.5,100,-1.13,1311.3,131.13,0,2.64,141500,141794.1176,13.03
7712,84.62,84.62,97.87,97.87,135,267,100,-1.13,1311.42,131.142,0,2.32,141500,141779.4118,13.01
7713,84.69,84.69,97.87,97.87,135,266.5,100,-1.13,1311.25,131.125,-0.04,1.88,142000,141838.2353,12.88
7714,84.75,84.75,97.87,97.87,135,266,100,-1.13,1311.22,131.122,-0.04,1.56,141500,141941.1765,12.98
7715,84.75,84.75,97.87,97.87,135,266,100,0,1311.13,131.113,-0.06,1.16,141000,141970.5882,13.09
7716,84.87,84.87,97.87,97.87,135,265,100,-1.13,1311.24,131.124,-0.04,0.72,142000,141941.1765,12.83
7716,84.81,84.87,84.81,97.87,135,265.5,100,-1.16,1311.37,131.137,-0.06,0.36,142500,141882.3529,12.74
7717,84.94,84.94,97.87,97.87,135,264.5,100,-1.13,1311.26,131.126,-0.04,0.16,141000,141838.2353,13.03
7718,84.94,84.94,97.87,97.87,135,264.5,100,0,1311.05,131.105,-0.06,-0.08,141500,141779.4118,12.92
7719,85,85,97.87,97.87,135,264,100,-1.13,1311.05,131.105,-0.06,-0.36,142500,141720.5882,12.68
7720,85,85,97.81,97.81,135,264,100,0,1311.09,131.109,-0.03,-0.68,141000,141661.7647,13.01
7720,85,85,97.87,97.87,135,264,100,0,1311.03,131.103,-0.03,-0.88,142000,141602.9412,12.79
7721,85,85,97.87,97.87,135,264,100,0,1310.95,131.095,-0.04,-1.04,142000,141573.5294,12.79
7722,85,85,97.87,97.87,135,264,100,0,1311.24,131.124,-0.04,-1.08,141500,141529.4118,12.9
7723,85.06,85.06,97.87,97.87,135,263.5,100,-1.13,1311.13,131.113,0,-1.08,141500,141455.8824,12.88
7724,85.06,85.06,97.87,97.87,135,263.5,100,0,1311.18,131.118,0,-0.88,142500,141397.0588,12.66
7725,85.06,85.06,97.87,97.87,135,263.5,100,0,1311.21,131.121,-0.01,-0.68,142500,141352.9412,12.66
7725,85.06,85.06,97.87,97.87,135,263.5,100,0,1311.36,131.136,-0.01,-0.64,141500,141264.7059,12.88
7726,85.06,85.06,97.87,97.87,135,263.5,100,0,1311.36,131.136,0.02,-0.4,143500,141220.5882,12.44
7727,85.06,85.06,97.87,97.87,135,263.5,100,0,1311.4,131.14,0.02,-0.08,145000,141191.1765,12.12
7728,85.06,85.06,97.87,97.87,135,263.5,100,0,1311.64,131.164,0.05,0.4,142500,141132.3529,12.66
7729,85,85,97.87,97.87,135,264,100,1.13,1311.75,131.175,0.05,0.84,141500,141058.8235,12.9
7730,85,85,97.81,97.81,135,264,100,0,1311.73,131.173,0.1,1.36,140000,141029.4118,13.24
7730,85,85,97.87,97.87,135,264,100,0,1311.81,131.181,0.1,1.84,141000,140970.5882,13.01
7731,85,85,97.87,97.87,135,264,100,0,1311.67,131.167,0.06,2.2,139500,140897.0588,13.36
7732,85,85,97.87,97.87,135,264,100,0,1311.79,131.179,0.06,2.48,140000,140867.6471,13.24
7733,84.94,84.94,97.87,97.87,135,264.5,100,1.13,1311.9,131.19,0.08,2.88,140000,140852.9412,13.26
7734,84.94,84.94,97.87,97.87,135,264.5,100,0,1311.9,131.19,0.08,3.28,139500,140794.1176,13.38
7735,84.87,84.87,97.87,97.87,135,265,100,0,1312.09,131.209,0.07,3.6,140000,140750,13.28
7735,84.87,84.87,97.87,97.87,135,265,100,1.13,1312.04,131.204,0.07,3.92,140500,140705.8824,13.17
7736,84.81,84.81,97.87,97.87,135,265.5,100,1.13,1312.2,131.22,0.08,4.24,139500,140661.7647,13.41
7738,84.75,84.75,97.87,97.87,135,266,100,0.57,1312.23,131.223,0.03,4.56,139500,140602.9412,13.43
7739,84.75,84.75,97.87,97.87,135,266,100,0,1312.15,131.215,0.03,4.6,140000,140573.5294,13.32
7740,84.69,84.69,97.87,97.87,135,266.5,100,0,1312.09,131.209,0.04,4.64,139500,140529.4118,13.45
7740,84.69,84.69,97.87,97.87,135,266.5,100,1.13,1312.03,131.203,0.04,4.6,140000,140455.8824,13.34
7741,84.69,84.69,97.87,97.87,135,266.5,100,0,1312.15,131.215,0.05,4.56,140500,140411.7647,13.22
7742,84.62,84.62,97.87,97.87,135,267,100,1.13,1312.2,131.22,0.05,4.48,140000,140323.5294,13.36
7743,84.62,84.62,97.87,97.87,135,267,100,0,1312.21,131.221,0.04,4.4,139000,140176.4706,13.59
7744,84.56,84.56,97.87,97.87,135,267.5,100,1.13,1312.2,131.22,0.04,4.24,140000,140117.6471,13.37
7745,84.56,84.56,97.87,97.87,135,267.5,100,0,1312.14,131.214,0.01,4.08,140000,140088.2353,13.37
7745,84.5,84.5,97.87,97.87,135,268,100,1.13,1312.04,131.204,0.01,3.56,140000,140088.2353,13.39
7746,84.5,84.5,97.87,97.87,135,268,100,0,1312.12,131.212,-0.02,3.04,140000,140058.8235,13.39
7747,84.44,84.44,97.87,97.87,135,268.5,100,1.13,1311.99,131.199,-0.02,2.68,141000,140073.5294,13.18
7748,84.44,84.44,97.87,97.87,135,268.5,100,0,1312.24,131.224,0,2.36,140500,140117.6471,13.3
7749,84.37,84.37,97.87,97.87,135,269,100,1.13,1312.16,131.216,0,1.92,139500,140132.3529,13.55
7750,84.37,84.37,97.87,97.87,135,269,100,0,1312.2,131.22,0.01,1.52,140500,140132.3529,13.32
7750,84.37,84.37,97.87,97.87,135,269,100,0,1312,131.2,0.01,1.2,140500,140161.7647,13.32
7751,84.37,84.37,97.87,97.87,135,269,100,0,1311.83,131.183,-0.03,0.88,139500,140147.0588,13.55
7752,84.37,84.37,97.87,97.87,135,269,100,0,1311.82,131.182,-0.03,0.44,140500,140161.7647,13.32
7753,84.37,84.37,97.87,97.87,135,269,100,0,1311.95,131.195,-0.03,0.2,141000,140191.1765,13.2
7754,84.37,84.37,97.87,97.87,135,269,100,0,1312.02,131.202,-0.02,0.16,140000,140191.1765,13.43
7754,84.37,84.37,97.87,97.87,135,269,100,0,1311.88,131.188,-0.03,0.08,140000,140191.1765,13.43
7755,84.37,84.37,97.87,97.87,135,269,100,0,1312.03,131.203,-0.02,0.12,140500,140191.1765,13.32
7758,84.5,84.5,97.87,97.87,135,268,100,-0.76,1311.97,131.197,-0.01,0.12,140000,140176.4706,13.39
7759,84.5,84.5,84.5,97.87,135,268,100,0,1311.9,131.19,-0.01,0.08,140500,140176.4706,13.28
7759,84.56,84.56,97.87,97.87,135,267.5,100,-1.13,1312,131.2,-0.03,-0.04,140500,140205.8824,13.26
7760,84.56,84.56,97.87,97.87,135,267.5,100,0,1312.1,131.21,-0.03,-0.16,140000,140235.2941,13.37
7761,84.62,84.62,97.87,97.87,135,267,100,-1.13,1312.06,131.206,0.02,0,140000,140250,13.36
7762,84.69,84.69,97.87,97.87,135,266.5,100,-1.13,1312.31,131.231,0.02,0.16,140000,140235.2941,13.34
7763,84.69,84.69,97.87,97.87,135,266.5,100,0,1312.25,131.225,0.05,0.4,141500,140235.2941,13
7764,84.69,84.69,97.87,97.87,135,266.5,100,0,1312.34,131.234,0.05,0.64,140500,140205.8824,13.22
7764,84.75,84.75,97.87,97.87,135,266,100,-1.13,1312.26,131.226,0.04,0.76,139500,140205.8824,13.43
7766,84.75,84.75,97.87,97.87,135,266,100,0,1312.23,131.223,0.01,0.88,141000,140235.2941,13.09
7767,84.75,84.75,84.75,97.87,135,266,100,0,1312.24,131.224,0.01,0.92,140000,140235.2941,13.32
7768,84.75,84.75,97.87,97.87,135,266,100,0,1312.43,131.243,0.05,0.96,140000,140220.5882,13.32
7769,84.81,84.81,97.87,97.87,135,265.5,100,-1.13,1312.43,131.243,0.05,1.24,140500,140250,13.18
7769,84.81,84.81,97.87,97.87,135,265.5,100,0,1312.37,131.237,0.04,1.52,140000,140264.7059,13.3
7770,84.81,84.81,97.87,97.87,135,265.5,100,0,1312.36,131.236,0.04,1.76,139500,140250,13.41
7771,84.81,84.81,97.87,97.87,135,265.5,100,0,1312.5,131.25,0.03,1.96,140000,140279.4118,13.3
7772,84.87,84.87,97.87,97.87,135,265,100,-1.13,1312.49,131.249,0.03,2.2,140000,140294.1176,13.28
7773,84.87,84.87,97.87,97.87,135,265,100,0,1312.44,131.244,0.02,2.4,140000,140279.4118,13.28
7773,84.81,84.81,97.87,97.87,135,265.5,100,1.13,1312.51,131.251,0.02,2.56,140000,140308.8235,13.3
7774,84.81,84.81,97.87,97.87,135,265.5,100,0,1312.58,131.258,0.04,2.72,141000,140308.8235,13.07
7775,84.81,84.81,97.87,97.87,135,265.5,100,0,1312.62,131.262,0.04,3,140500,140294.1176,13.18
7776,84.87,84.87,97.87,97.87,135,265,100,-1.13,1312.51,131.251,0.03,3.28,139500,140308.8235,13.4
7777,84.87,84.87,97.87,97.87,135,265,100,0,1312.62,131.262,0.03,3.32,140000,140323.5294,13.28
7778,84.94,84.94,97.87,97.87,135,264.5,100,-1.13,1312.68,131.268,0.03,3.36,140000,140323.5294,13.26
7778,84.87,84.87,97.87,97.87,135,265,100,0,1312.62,131.262,0.03,3.32,140500,140279.4118,13.17
7779,84.94,84.94,97.87,97.87,135,264.5,100,0,1312.7,131.27,0.03,3.28,140500,140294.1176,13.15
7780,85,85,97.87,97.87,135,264,100,-1.13,1312.79,131.279,0.03,3.24,140500,140308.8235,13.13
7781,85,85,97.87,97.87,135,264,100,0,1312.76,131.276,0.04,3.32,140000,140294.1176,13.24
7782,85,85,97.87,97.87,135,264,100,0,1312.84,131.284,0.04,3.32,140500,140323.5294,13.13
7783,85.06,85.06,97.87,97.87,135,263.5,100,-1.13,1312.8,131.28,0.03,3.16,141000,140323.5294,13
7783,85.06,85.06,97.87,97.87,135,263.5,100,0,1312.8,131.28,0.03,2.96,140500,140323.5294,13.11
7784,85.06,85.06,85.06,97.87,135,263.5,100,0,1312.94,131.294,0.04,2.8,141000,140323.5294,13
7785,85.12,85.12,97.87,97.87,135,263,100,-1.13,1312.86,131.286,0.04,2.64,140500,140323.5294,13.09
7786,85.12,85.12,97.87,97.87,135,263,100,0,1312.83,131.283,0.03,2.52,140000,140308.8235,13.21
7787,85.19,85.12,85.19,97.87,135,262.5,100,-1.16,1312.84,131.284,0.03,2.28,141000,140338.2353,12.96
7788,85.19,85.19,97.87,97.87,135,262.5,100,0,1312.74,131.274,0.01,2.08,140500,140338.2353,13.07
7788,85.19,85.19,97.87,97.87,135,262.5,100,0,1312.84,131.284,0.01,1.8,140000,140323.5294,13.19
7789,85.19,85.19,97.87,97.87,135,262.5,100,0,1312.73,131.273,0,1.44,140500,140308.8235,13.07
7790,85.25,85.25,97.87,97.87,135,262,100,-1.13,1312.81,131.281,0,1.08,140500,140294.1176,13.05
7791,85.25,85.25,97.87,97.87,135,262,100,0,1312.82,131.282,0,0.76,140000,140323.5294,13.17
7792,85.25,85.25,97.87,97.87,135,262,100,0,1312.64,131.264,0,0.44,140000,140352.9412,13.17
7793,85.25,85.25,97.87,97.87,135,262,100,0,1312.53,131.253,-0.03,0.12,141000,140367.6471,12.94
7793,85.25,85.25,97.87,97.87,135,262,100,0,1312.44,131.244,-0.03,-0.2,140000,140382.3529,13.17
7794,85.25,85.25,97.87,97.87,135,262,100,0,1312.46,131.246,-0.05,-0.52,140500,140382.3529,13.05
7795,85.19,85.19,97.87,97.87,135,262.5,100,1.13,1312.36,131.236,-0.05,-0.68,141000,140382.3529,12.96
7796,85.19,85.19,97.87,97.87,135,262.5,100,0,1312.38,131.238,-0.05,-0.88,140000,140382.3529,13.19
7797,85.19,85.19,97.87,97.87,135,262.5,100,0,1312.36,131.236,-0.05,-0.96,140500,140382.3529,13.07
7798,85.12,85.12,97.87,97.87,135,263,100,0,1312.45,131.245,-0.05,-1,140000,140382.3529,13.21
7798,85.12,85.12,97.87,97.87,135,263,100,1.13,1312.39,131.239,-0.05,-1.04,139500,140397.0588,13.32
7799,85.12,85.12,97.87,97.87,135,263,100,0,1312.39,131.239,-0.05,-1.12,139500,140382.3529,13.32
7800,85.06,85.06,97.87,97.87,135,263.5,100,1.13,1312.55,131.255,-0.05,-1.2,141000,140382.3529,13
7801,85.06,85.06,97.87,97.87,135,263.5,100,0,1312.54,131.254,-0.01,-1.24,140000,140397.0588,13.22
7802,85.06,85.06,97.87,97.87,135,263.5,100,0,1312.61,131.261,-0.01,-1.28,139500,140382.3529,13.34
7803,85.06,85.06,97.87,97.87,135,263.5,100,0,1312.68,131.268,0.02,-1.24,140500,140382.3529,13.11
7803,85,85.06,85,97.87,135,264,100,1.16,1312.52,131.252,0.02,-1.32,140000,140411.7647,13.24
7804,85,85,97.87,97.87,135,264,100,0,1312.62,131.262,0.02,-1.36,140500,140441.1765,13.13
7805,84.94,84.94,97.87,97.87,135,264.5,100,1.13,1312.51,131.251,0.02,-1.44,141000,140441.1765,13.03
7806,84.94,84.94,97.87,97.87,135,264.5,100,0,1312.5,131.25,0.02,-1.44,140500,140411.7647,13.15
7807,84.87,84.87,97.87,97.87,135,273,100,1.13,1312.55,131.255,0.02,-1.44,141000,140441.1765,13.05
7807,84.94,84.94,97.87,97.87,135,272.5,100,18.09,1312.57,131.257,0.02,-1.36,140500,140426.4706,13.15
7808,84.87,84.87,97.87,97.87,135,273,100,0,1312.53,131.253,0.02,-1.28,140500,140441.1765,13.17
7809,84.81,84.81,97.87,97.87,135,273.5,100,1.13,1312.42,131.242,-0.01,-1.08,140000,140411.7647,13.3
7810,84.75,84.75,97.87,97.87,135,274,100,1.13,1312.4,131.24,-0.01,-0.88,140500,140397.0588,13.2
7811,84.75,84.75,97.87,97.87,135,274,100,0,1312.51,131.251,-0.02,-0.68,141000,140397.0588,13.09
7812,84.62,84.62,97.87,97.87,135,275,100,1.14,1312.49,131.249,0,-0.48,141000,140367.6471,13.13
7813,84.56,84.56,97.87,97.87,135,275.5,100,1.13,1312.39,131.239,0,-0.28,140500,140367.6471,13.26
7814,84.56,84.56,97.87,97.87,135,275.5,100,0,1312.5,131.25,-0.01,-0.08,140500,140411.7647,13.26
7815,84.5,84.5,97.87,97.87,135,276,100,1.13,1312.5,131.25,-0.01,0.16,140500,140441.1765,13.28
7816,84.5,84.5,97.87,97.87,135,276,100,0,1312.56,131.256,0,0.44,140500,140441.1765,13.28
7817,84.5,84.5,97.87,97.87,135,276,100,0,1312.51,131.251,0,0.52,140500,140455.8824,13.28
7817,84.44,84.44,97.87,97.87,135,276.5,100,1.13,1312.49,131.249,0,0.64,141000,140485.2941,13.18
7818,84.44,84.44,97.87,97.87,135,276.5,100,0,1312.41,131.241,0,0.64,141500,140500,13.07
7819,84.44,84.44,97.87,97.87,135,276.5,100,0,1312.4,131.24,0,0.64,140500,140514.7059,13.3
7820,84.37,84.37,97.87,97.87,135,277,100,1.13,1312.6,131.26,0,0.64,139000,140529.4118,13.66
7821,84.37,84.37,97.87,97.87,135,277,100,0,1312.48,131.248,0.01,0.68,141000,140529.4118,13.2
7822,84.37,84.37,97.87,97.87,135,277,100,0,1312.6,131.26,0.02,0.68,140500,140529.4118,13.32
7822,84.37,84.37,97.87,97.87,135,277,100,0,1312.55,131.255,0.01,0.72,140500,140544.1176,13.32
7823,84.31,84.31,97.87,97.87,135,277.5,100,1.13,1312.67,131.267,0.02,0.76,139500,140529.4118,13.56
7824,84.31,84.31,97.87,97.87,135,277.5,100,0,1312.73,131.273,0.02,0.8,140500,140544.1176,13.33
7825,84.31,84.31,97.87,97.87,135,277.5,100,0,1312.68,131.268,0.02,1,140000,140573.5294,13.45
7826,84.31,84.31,97.87,97.87,135,277.5,100,0,1312.71,131.271,0.02,1.2,139500,140573.5294,13.56
7827,84.31,84.31,97.87,97.87,135,277.5,100,0,1312.63,131.263,0.03,1.36,140000,140588.2353,13.45
7827,84.31,84.31,97.87,97.87,135,277.5,100,0,1312.69,131.269,0.02,1.44,141000,140588.2353,13.22
7828,84.31,84.31,97.87,97.87,135,277.5,100,0,1312.75,131.275,0.03,1.48,140500,140588.2353,13.33
7829,84.31,84.31,97.87,97.87,135,277.5,100,0,1312.9,131.29,0.03,1.64,141000,140588.2353,13.22
7830,84.31,84.31,97.87,97.87,135,277.5,100,0,1312.8,131.28,0.03,1.72,140500,140602.9412,13.33
7831,84.31,84.31,97.87,97.87,135,277.5,100,0,1312.94,131.294,0.04,1.84,140500,140602.9412,13.33
7831,84.31,84.31,97.87,97.87,135,277.5,100,0,1312.9,131.29,0.04,1.96,141000,140602.9412,13.22
7832,84.25,84.25,97.87,97.87,135,278,100,1.13,1312.77,131.277,0.02,2.08,140500,140602.9412,13.35
7833,84.25,84.25,97.87,97.87,135,278,100,0,1312.83,131.283,0.02,2.24,141000,140573.5294,13.24
7835,84.25,84.25,97.87,97.87,135,278,100,0,1312.9,131.29,0.01,2.4,141000,140588.2353,13.24
7836,84.19,84.19,97.87,97.87,135,278.5,100,1.13,1313.03,131.303,0.03,2.56,140500,140647.0588,13.37
7836,84.25,84.25,97.87,97.87,135,278,100,0,1312.76,131.276,0.01,2.68,141500,140661.7647,13.13
7837,84.19,84.19,97.87,97.87,135,278.5,100,0,1313.07,131.307,0.03,2.8,140000,140676.4706,13.49
7838,84.19,84.19,97.87,97.87,135,278.5,100,0,1313.09,131.309,0.03,2.96,141000,140676.4706,13.26
7839,84.19,84.19,97.87,97.87,135,278.5,100,0,1313.17,131.317,0.03,2.92,141000,140720.5882,13.26
7840,84.06,84.06,97.87,97.87,135,279.5,100,2.26,1313.19,131.319,0.04,2.88,140500,140735.2941,13.41
7841,83.94,83.94,97.87,97.87,135,280.5,100,0,1313.24,131.324,0.04,2.68,141500,140750,13.22
7841,83.94,83.94,97.87,97.87,135,280.5,100,2.26,1313.17,131.317,0.04,2.48,141000,140794.1176,13.33
7842,83.94,83.94,97.87,97.87,135,280.5,100,0,1313.28,131.328,0.04,2.32,140500,140838.2353,13.45
7843,84,84,97.87,97.87,135,280,100,-1.13,1313.21,131.321,0.05,2.2,140500,140823.5294,13.43
7844,84.06,84.06,97.87,97.87,135,279.5,100,-1.13,1312.98,131.298,0.05,2.08,141000,140838.2353,13.3
7845,84.12,84.12,97.87,97.87,135,279,100,-1.13,1312.94,131.294,0.01,1.96,140500,140852.9412,13.39
7846,84.19,84.19,97.87,97.87,135,278.5,100,-1.13,1312.87,131.287,0.01,1.76,140500,140882.3529,13.37
7846,84.25,84.25,97.87,97.87,135,278,100,-1.13,1312.79,131.279,-0.03,1.52,141000,140897.0588,13.24
7847,84.31,84.31,97.87,97.87,135,277.5,100,-1.13,1312.97,131.297,-0.03,1.32,140500,140897.0588,13.33
7848,84.37,84.37,97.87,97.87,135,277,100,-1.13,1313.24,131.324,-0.01,1.2,141000,140911.7647,13.2
7849,84.37,84.37,97.87,97.87,135,277,100,0,1313.18,131.318,-0.01,1.12,141000,140911.7647,13.2
7850,84.44,84.44,97.87,97.87,135,276.5,100,-1.13,1313.23,131.323,0,1.08,141500,140882.3529,13.07
7851,84.44,84.44,97.87,97.87,135,276.5,100,0,1313.14,131.314,0,0.88,141000,140911.7647,13.18
7851,84.5,84.5,97.87,97.87,135,276,100,-1.13,1312.95,131.295,-0.02,0.76,140500,140882.3529,13.28
7852,84.56,84.56,97.87,97.87,135,275.5,100,-1.13,1312.93,131.293,-0.02,0.6,141000,140897.0588,13.15
7853,84.62,84.62,97.87,97.87,135,275,100,-1.13,1312.88,131.288,-0.01,0.52,141000,140897.0588,13.13
7854,84.69,84.69,97.87,97.87,135,274.5,100,-1.13,1312.8,131.28,-0.01,0.72,140500,140911.7647,13.22
7855,84.75,84.75,97.87,97.87,135,274,100,-1.13,1312.9,131.29,0,0.6,141000,140911.7647,13.09
7856,84.81,84.81,97.87,97.87,135,273.5,100,-1.13,1312.95,131.295,0,0.76,141500,140911.7647,12.96
7856,84.81,84.81,97.87,97.87,135,273.5,100,0,1312.98,131.298,-0.02,1.04,140500,140882.3529,13.18
7857,84.87,84.87,97.87,97.87,135,273,100,-1.13,1313.06,131.306,-0.02,1.32,141000,140897.0588,13.05
7858,84.94,84.94,97.87,97.87,135,272.5,100,-1.13,1313.16,131.316,-0.01,1.56,141500,140897.0588,12.92
7860,84.94,84.94,97.87,97.87,135,272.5,100,0,1313.37,131.337,0.01,1.8,141500,140882.3529,12.92
7861,85,85,97.87,97.87,135,272,100,0,1313.72,131.372,0.08,2.16,141000,140897.0588,13.01
7861,85,85,97.87,97.87,135,272,100,-1.13,1313.56,131.356,0.01,2.52,141000,140897.0588,13.01
7862,85,85,97.87,97.87,135,272,100,0,1313.72,131.372,0.08,3.04,141000,140882.3529,13.01
7863,85,85,97.87,97.87,135,272,100,0,1313.72,131.372,0.11,3.56,141000,140911.7647,13.01
7864,85,85,97.87,97.87,135,272,100,0,1313.8,131.38,0.11,3.96,140000,140926.4706,13.24
7865,85,85,97.87,97.87,135,272,100,0,1313.81,131.381,0.11,4.36,141500,140897.0588,12.9
7865,85,85,97.87,97.87,135,272,100,0,1313.84,131.384,0.11,4.56,140500,140867.6471,13.13
7866,85,85,97.87,97.87,135,272,100,0,1313.82,131.382,0.1,4.76,140500,140897.0588,13.13
7867,85,85,97.87,97.87,135,272,100,0,1314.04,131.404,0.1,5.04,141000,140911.7647,13.01
7868,85,85,97.87,97.87,135,272,100,0,1314.2,131.42,0.1,5.32,141500,140911.7647,12.9
7869,85,85,97.87,97.87,135,272,100,0,1314.4,131.44,0.1,5.52,140500,140941.1765,13.13
7870,84.94,84.94,97.87,97.87,135,272.5,100,0,1314.23,131.423,0.09,5.72,141500,140955.8824,12.92
7870,84.94,84.94,97.87,97.87,135,272.5,100,1.13,1314.37,131.437,0.09,5.6,140000,140955.8824,13.26
7871,84.94,84.94,97.87,97.87,135,272.5,100,0,1314.07,131.407,0.05,5.48,141000,140955.8824,13.03
7872,84.94,84.94,97.87,97.87,135,272.5,100,0,1314.24,131.424,0.05,5.24,140500,140985.2941,13.15
